review_number,revision_number,arquivo_positivo,potencial_deslocamento,potencial_teste,arquivo_diferente
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,4,GitRepositoriesViewTestBase_1.java,0,1,0
1117,4,GitRepositoriesViewTestBase_1.java,0,1,0
1117,4,GitRepositoriesViewTestBase_1.java,0,1,0
1117,4,GitRepositoriesViewTestBase_1.java,0,1,0
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,4,CreateTagDialog_2.java,0,0,1
1117,5,GitRepositoriesViewTestBase_1.java,0,1,0
1117,5,GitRepositoriesViewTestBase_1.java,0,1,0
1117,5,GitRepositoriesViewTestBase_1.java,0,1,0
1117,5,GitRepositoriesViewTestBase_1.java,0,1,0
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1117,5,CreateTagDialog_2.java,0,0,1
1129,1,PushWizard_0.java,0,0,0
1129,1,PushWizard_0.java,0,0,1
1129,1,PushWizard_0.java,0,0,1
1129,2,PushWizard_0.java,0,0,0
1129,2,PushWizard_0.java,0,0,1
1129,2,PushWizard_0.java,0,0,1
1129,3,PushWizard_0.java,0,0,0
1129,3,PushWizard_0.java,0,0,1
1129,3,PushWizard_0.java,0,0,1
1132,3,GitRepositoriesViewTest_10.java,0,1,0
1132,4,GitRepositoriesViewTest_10,0,1,0
1145,1,CommitMessageViewer_0.java,0,0,1
1159,1,CommitDialog_5.java,0,0,0
1159,2,CommitDialog_5.java,0,0,0
1159,3,CommitDialog_5.java,0,0,0
1159,4,CommitDialog_5.java,0,0,0
1159,5,CommitDialog_5.java,0,0,0
1173,1,GitHistoryPage_2.java,0,0,0
1173,1,GitHistoryPage_2.java,0,0,0
1229,1,GitCloneWizard_1.java,0,0,0
1229,1,GitCloneWizard_2.java,0,0,1
1229,1,GitCloneWizard_2.java,0,0,1
1229,1,GitCloneWizard_2.java,0,0,1
1229,1,GitCloneWizard_2.java,0,0,1
1240,1,CommitDialog_1.java,0,0,0
1240,1,CommitDialog_1.java,0,0,0
1240,1,CommitDialog_0.java,0,0,0
1240,1,CommitDialog_0.java,0,0,0
1250,1,RepositoryPropertySource_17.java,0,0,1
1250,1,RepositoryPropertySource_18.java,0,0,1
1250,2,RepositoryPropertySource_18.java,0,0,1
1274,1,CompareUtils_0.java,0,0,1
1274,2,CompareUtils_0.java,0,0,1
1274,3,CompareUtils_0.java,0,0,1
1282,1,RepositoriesView_0.java,0,0,0
1282,1,RepositoriesView_1.java,0,0,0
1282,1,RepositoriesView_1.java,0,0,0
1282,1,RepositoriesView_1.java,0,0,0
1282,2,RepositoriesView_0.java,0,0,0
1282,2,RepositoriesView_1.java,0,0,0
1282,2,RepositoriesView_1.java,0,0,0
1282,2,RepositoriesView_1.java,0,0,0
1282,3,RepositoriesView_0.java,0,0,0
1282,3,RepositoriesView_1.java,0,0,0
1282,3,RepositoriesView_1.java,0,0,0
1282,3,RepositoriesView_1.java,0,0,0
1283,1,CompareVersionsHandler_1.java,0,0,0
1283,2,CompareVersionsHandler_1.java,0,0,0
1283,3,CompareVersionsHandler_1.java,0,0,0
1283,4,CompareVersionsHandler_1.java,0,0,0
1284,1,CreateBranchPage_3.java,0,0,0
1284,1,CreateBranchPage_2.java,1,0,0
1284,2,CreateBranchPage_3.java,0,0,0
1284,2,CreateBranchPage_2.java,1,0,0
1285,1,GitCreateGeneralProjectPage_0.java,1,0,0
1285,2,GitCreateGeneralProjectPage_0.java,1,0,0
1298,1,GitResourceVariantComparatorTest_0.java,0,1,0
1298,1,GitResourceVariantComparatorTest_0.java,0,1,0
1326,2,SetQuickdiffBaselineHandler_7.java,0,0,1
1326,2,SetQuickdiffBaselineHandler_7.java,0,0,1
1326,2,SetQuickdiffBaselineHandler_7.java,0,0,1
1326,2,SetQuickdiffBaselineHandler_7.java,0,0,1
1326,2,SetQuickdiffBaselineHandler_7.java,0,0,1
1336,1,DiscardChangesActionHandler_0.java,0,0,0
1337,1,GitCreateProjectViaWizardWizard_1.java,0,0,0
1337,2,GitCreateProjectViaWizardWizard_1.java,0,0,0
1357,1,GitModelCommit_1.java,0,0,1
1360,1,GitResourceVariantTree_0.java,0,0,0
1360,1,GitResourceVariantTree_1.java,0,0,0
1360,2,GitResourceVariantTree_0.java,0,0,0
1360,2,GitResourceVariantTree_1.java,0,0,0
1360,4,GitResourceVariantTree_0.java,0,0,0
1360,4,GitResourceVariantTree_1.java,0,0,0
